Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,booking_status,label_avg_price_per_room
INN00452,1,0,0,1,Meal Plan 1,0,Room_Type 1,53,2018,10,14,Offline,0,0,0,0,Not_Canceled,3
INN00453,2,0,2,1,Meal Plan 1,0,Room_Type 1,52,2018,11,19,Online,0,0,0,2,Not_Canceled,2
INN00454,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,Offline,0,0,0,0,Not_Canceled,3
INN00455,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,2018,6,8,Offline,0,0,0,1,Not_Canceled,2
INN00456,2,0,0,5,Meal Plan 1,0,Room_Type 1,230,2018,9,6,Online,0,0,0,1,Canceled,3
INN00457,2,1,1,3,Meal Plan 1,0,Room_Type 1,92,2018,10,31,Online,0,0,0,1,Canceled,2
INN00458,1,0,0,3,Not Selected,0,Room_Type 1,2,2018,5,31,Online,0,0,0,0,Not_Canceled,2
INN00459,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,0,Not_Canceled,2
INN00460,2,0,0,1,Not Selected,0,Room_Type 1,82,2018,6,23,Online,0,0,0,0,Canceled,2
INN00461,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,0,Not_Canceled,2
INN00462,2,0,2,2,Meal Plan 1,0,Room_Type 4,147,2018,7,1,Online,0,0,0,2,Not_Canceled,2
INN00463,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2017,8,26,Corporate,0,0,0,0,Not_Canceled,1
INN00464,2,0,2,6,Meal Plan 1,0,Room_Type 1,166,2018,8,18,Online,0,0,0,0,Canceled,2
INN00465,2,0,1,3,Meal Plan 2,1,Room_Type 1,28,2018,4,11,Online,0,0,0,2,Not_Canceled,3
INN00466,2,0,1,2,Meal Plan 2,0,Room_Type 1,309,2018,5,13,Online,0,0,0,0,Canceled,2
INN00467,2,0,1,3,Meal Plan 2,1,Room_Type 1,54,2018,7,4,Online,0,0,0,0,Not_Canceled,3
INN00468,2,0,1,3,Not Selected,1,Room_Type 1,49,2018,12,8,Online,0,0,0,2,Not_Canceled,1
INN00469,2,1,0,1,Meal Plan 1,1,Room_Type 1,1,2018,6,18,Online,0,0,0,2,Not_Canceled,3
INN00470,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,2017,12,27,Offline,0,0,0,0,Not_Canceled,1
INN00471,2,0,2,1,Meal Plan 2,0,Room_Type 1,4,2017,8,8,Offline,0,0,0,0,Not_Canceled,2
INN00472,2,0,0,4,Meal Plan 1,0,Room_Type 1,60,2017,12,9,Online,0,0,0,1,Not_Canceled,2
INN00473,2,0,0,1,Meal Plan 1,0,Room_Type 1,157,2017,8,14,Online,0,0,0,1,Not_Canceled,1
INN00474,2,0,2,3,Meal Plan 1,0,Room_Type 1,268,2018,4,8,Offline,0,0,0,0,Not_Canceled,1
INN00475,2,0,1,1,Not Selected,0,Room_Type 1,38,2018,9,26,Online,0,0,0,0,Canceled,2
INN00476,2,2,2,1,Meal Plan 1,0,Room_Type 7,30,2018,6,12,Online,0,0,0,0,Canceled,3
INN00477,2,0,0,1,Meal Plan 1,1,Room_Type 1,2,2018,10,11,Online,0,0,0,2,Not_Canceled,3
INN00478,2,0,3,7,Not Selected,0,Room_Type 1,217,2018,12,5,Online,0,0,0,1,Not_Canceled,1
INN00479,2,0,0,3,Meal Plan 1,0,Room_Type 1,143,2018,8,25,Offline,0,0,0,0,Not_Canceled,2
INN00480,2,0,0,3,Not Selected,0,Room_Type 1,179,2018,10,19,Online,0,0,0,2,Not_Canceled,2
INN00481,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Online,0,0,0,0,Canceled,3
INN00482,3,0,2,2,Meal Plan 1,0,Room_Type 4,94,2018,7,8,Online,0,0,0,1,Not_Canceled,3
INN00483,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,0,Not_Canceled,1
INN00484,3,0,2,2,Meal Plan 1,0,Room_Type 6,2,2018,4,1,Online,0,0,0,2,Not_Canceled,3
INN00485,2,0,0,3,Meal Plan 1,0,Room_Type 1,70,2017,10,22,Online,0,0,0,1,Not_Canceled,2
INN00486,2,0,1,0,Not Selected,0,Room_Type 1,4,2018,9,19,Offline,0,0,0,0,Not_Canceled,1
INN00487,2,0,2,0,Meal Plan 1,0,Room_Type 1,34,2018,2,28,Complementary,0,0,0,1,Not_Canceled,1
INN00488,2,2,0,1,Meal Plan 1,0,Room_Type 2,16,2018,3,8,Online,0,0,0,0,Canceled,1
INN00489,2,0,1,3,Meal Plan 1,0,Room_Type 1,24,2018,2,11,Online,0,0,0,0,Canceled,2
INN00490,2,0,2,2,Not Selected,0,Room_Type 1,78,2018,4,10,Online,0,0,0,1,Not_Canceled,1
INN00491,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Online,0,0,0,0,Canceled,2
INN00492,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,0,Not_Canceled,2
INN00493,2,0,2,5,Meal Plan 1,0,Room_Type 1,98,2018,4,30,Online,0,0,0,0,Not_Canceled,2
INN00494,2,0,1,3,Meal Plan 1,0,Room_Type 4,14,2018,12,5,Online,0,0,0,0,Not_Canceled,1
INN00495,1,0,0,2,Not Selected,0,Room_Type 1,44,2018,11,23,Online,0,0,0,2,Not_Canceled,1
INN00496,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Online,0,0,0,0,Canceled,1
INN00497,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Online,0,0,0,0,Canceled,3
INN00498,1,0,1,1,Meal Plan 1,0,Room_Type 1,5,2018,4,4,Online,0,0,0,1,Not_Canceled,2
INN00499,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,0,Not_Canceled,2
INN00500,2,0,0,3,Meal Plan 1,0,Room_Type 4,139,2018,2,11,Offline,0,0,0,1,Not_Canceled,1
